"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"4219",1999,"NC","Total Electric Power Industry","Natural Gas",1166663
"4220",1999,"NC","Total Electric Power Industry","Nuclear",37523504
"4223",1999,"NC","Total Electric Power Industry","Petroleum",662070
"4225",1999,"NC","Total Electric Power Industry","Wood",1544851
"4226",1999,"ND","Total Electric Power Industry","Total",31417403
"4227",1999,"ND","Total Electric Power Industry","Coal",28693034
"4228",1999,"ND","Total Electric Power Industry","Hydro",2609159
"4229",1999,"ND","Total Electric Power Industry","Natural Gas",1604
"4232",1999,"ND","Total Electric Power Industry","Petroleum",54921
"4233",1999,"NE","Total Electric Power Industry","Total",30055751
"4234",1999,"NE","Total Electric Power Industry","Coal",17837176
"4235",1999,"NE","Total Electric Power Industry","Hydro",1719030
"4236",1999,"NE","Total Electric Power Industry","Natural Gas",362628
"4237",1999,"NE","Total Electric Power Industry","Nuclear",10091092
"4239",1999,"NE","Total Electric Power Industry","Petroleum",29623
"4240",1999,"NE","Total Electric Power Industry","Wind",0
"4241",1999,"NH","Total Electric Power Industry","Total",16189247
"4242",1999,"NH","Total Electric Power Industry","Coal",3328263
"4243",1999,"NH","Total Electric Power Industry","Hydro",1411282
"4244",1999,"NH","Total Electric Power Industry","Natural Gas",74455
"4245",1999,"NH","Total Electric Power Industry","Nuclear",8676237
"4247",1999,"NH","Total Electric Power Industry","Petroleum",1572013
"4248",1999,"NH","Total Electric Power Industry","Wood",886230
"4249",1999,"NJ","Total Electric Power Industry","Total",56803421
"4250",1999,"NJ","Total Electric Power Industry","Coal",8064392
"4251",1999,"NJ","Total Electric Power Industry","Hydro",17303
"4252",1999,"NJ","Total Electric Power Industry","Natural Gas",17099236
"4253",1999,"NJ","Total Electric Power Industry","Nuclear",28970893
"4257",1999,"NJ","Total Electric Power Industry","Petroleum",792470
"4259",1999,"NM","Total Electric Power Industry","Total",32521856
"4260",1999,"NM","Total Electric Power Industry","Coal",28067704
"4261",1999,"NM","Total Electric Power Industry","Hydro",242710
"4262",1999,"NM","Total Electric Power Industry","Natural Gas",4156548
"4264",1999,"NM","Total Electric Power Industry","Petroleum",43881
"4265",1999,"NV","Total Electric Power Industry","Total",30532131
"4266",1999,"NV","Total Electric Power Industry","Coal",16907530
"4267",1999,"NV","Total Electric Power Industry","Geothermal",1414912
"4268",1999,"NV","Total Electric Power Industry","Hydro",2827671
"4269",1999,"NV","Total Electric Power Industry","Natural Gas",9346541
"4270",1999,"NV","Total Electric Power Industry","Petroleum",35477
"4271",1999,"NY","Total Electric Power Industry","Total",146280866
"4272",1999,"NY","Total Electric Power Industry","Coal",23365942
"4273",1999,"NY","Total Electric Power Industry","Hydro",24752318
"4274",1999,"NY","Total Electric Power Industry","Natural Gas",45999188
"4275",1999,"NY","Total Electric Power Industry","Nuclear",37018540
"4278",1999,"NY","Total Electric Power Industry","Petroleum",13304192
"4280",1999,"NY","Total Electric Power Industry","Wood",580079
"4281",1999,"OH","Total Electric Power Industry","Total",142330431
"4282",1999,"OH","Total Electric Power Industry","Coal",123320141
"4283",1999,"OH","Total Electric Power Industry","Hydro",423031
"4284",1999,"OH","Total Electric Power Industry","Natural Gas",886446
"4285",1999,"OH","Total Electric Power Industry","Nuclear",16422010
"4288",1999,"OH","Total Electric Power Industry","Petroleum",483998
"4289",1999,"OH","Total Electric Power Industry","Wood",638381
"4290",1999,"OK","Total Electric Power Industry","Total",54865359
"4291",1999,"OK","Total Electric Power Industry","Coal",33710011
"4292",1999,"OK","Total Electric Power Industry","Hydro",3175399
"4293",1999,"OK","Total Electric Power Industry","Natural Gas",17852306
"4296",1999,"OK","Total Electric Power Industry","Petroleum",16625
"4298",1999,"OK","Total Electric Power Industry","Wood",160524
"4299",1999,"OR","Total Electric Power Industry","Total",56848347
"4300",1999,"OR","Total Electric Power Industry","Coal",3722644
"4301",1999,"OR","Total Electric Power Industry","Hydro",45639050
"4302",1999,"OR","Total Electric Power Industry","Natural Gas",6880440
"4304",1999,"OR","Total Electric Power Industry","Petroleum",8029
"4305",1999,"OR","Total Electric Power Industry","Wind",84792
"4306",1999,"OR","Total Electric Power Industry","Wood",420982
"4307",1999,"PA","Total Electric Power Industry","Total",194528045
"4308",1999,"PA","Total Electric Power Industry","Coal",111214374
"4309",1999,"PA","Total Electric Power Industry","Hydro",1946598
"4310",1999,"PA","Total Electric Power Industry","Natural Gas",3802013
"4311",1999,"PA","Total Electric Power Industry","Nuclear",71127449
"4315",1999,"PA","Total Electric Power Industry","Petroleum",3496238
"4317",1999,"PA","Total Electric Power Industry","Wood",719659
"4318",1999,"RI","Total Electric Power Industry","Total",6376881
"4319",1999,"RI","Total Electric Power Industry","Hydro",6050
"4320",1999,"RI","Total Electric Power Industry","Natural Gas",6184600
"4322",1999,"RI","Total Electric Power Industry","Petroleum",72039
"4323",1999,"SC","Total Electric Power Industry","Total",90233508
"4324",1999,"SC","Total Electric Power Industry","Coal",35804943
"4325",1999,"SC","Total Electric Power Industry","Hydro",1687351
"4326",1999,"SC","Total Electric Power Industry","Natural Gas",1046550
"4327",1999,"SC","Total Electric Power Industry","Nuclear",50813559
"4330",1999,"SC","Total Electric Power Industry","Petroleum",386565
"4332",1999,"SC","Total Electric Power Industry","Wood",1376131
"4333",1999,"SD","Total Electric Power Industry","Total",10557027
"4334",1999,"SD","Total Electric Power Industry","Coal",3674400
"4335",1999,"SD","Total Electric Power Industry","Hydro",6677303
"4336",1999,"SD","Total Electric Power Industry","Natural Gas",181205
"4337",1999,"SD","Total Electric Power Industry","Petroleum",24119
"4338",1999,"TN","Total Electric Power Industry","Total",93320137
"4339",1999,"TN","Total Electric Power Industry","Coal",56878038
"4340",1999,"TN","Total Electric Power Industry","Hydro",7801957
"4341",1999,"TN","Total Electric Power Industry","Natural Gas",693206
"4342",1999,"TN","Total Electric Power Industry","Nuclear",27227225
"4346",1999,"TN","Total Electric Power Industry","Petroleum",515575
"4348",1999,"TN","Total Electric Power Industry","Wood",689781
"4349",1999,"TX","Total Electric Power Industry","Total",358944744
"4350",1999,"TX","Total Electric Power Industry","Coal",140864899
"4351",1999,"TX","Total Electric Power Industry","Hydro",1120206
"4352",1999,"TX","Total Electric Power Industry","Natural Gas",172060773
"4353",1999,"TX","Total Electric Power Industry","Nuclear",36759899
"4357",1999,"TX","Total Electric Power Industry","Petroleum",1750919
"4358",1999,"TX","Total Electric Power Industry","Solar",86
"4359",1999,"TX","Total Electric Power Industry","Wind",319960
"4360",1999,"TX","Total Electric Power Industry","Wood",1126536
"4361",1999,"US-TOTAL","Total Electric Power Industry","Total",3694809810
"4362",1999,"US-TOTAL","Total Electric Power Industry","Coal",1881087224
"4363",1999,"US-TOTAL","Total Electric Power Industry","Geothermal",14827013
"4364",1999,"US-TOTAL","Total Electric Power Industry","Hydro",319536029
"4365",1999,"US-TOTAL","Total Electric Power Industry","Natural Gas",556396127
"4366",1999,"US-TOTAL","Total Electric Power Industry","Nuclear",728254124
"4370",1999,"US-TOTAL","Total Electric Power Industry","Petroleum",118060838
"4372",1999,"US-TOTAL","Total Electric Power Industry","Solar",495082
"4373",1999,"US-TOTAL","Total Electric Power Industry","Wind",4487998
"4374",1999,"US-TOTAL","Total Electric Power Industry","Wood",37040734
"4375",1999,"UT","Total Electric Power Industry","Total",36784628
"4376",1999,"UT","Total Electric Power Industry","Coal",34533781
"4377",1999,"UT","Total Electric Power Industry","Geothermal",155530
"4378",1999,"UT","Total Electric Power Industry","Hydro",1255142
"4379",1999,"UT","Total Electric Power Industry","Natural Gas",610057
"4382",1999,"UT","Total Electric Power Industry","Petroleum",30664
"4384",1999,"VA","Total Electric Power Industry","Total",73897611
"4385",1999,"VA","Total Electric Power Industry","Coal",35444523
"4386",1999,"VA","Total Electric Power Industry","Hydro",681687
"4387",1999,"VA","Total Electric Power Industry","Natural Gas",4639481
"4388",1999,"VA","Total Electric Power Industry","Nuclear",28300643
"4390",1999,"VA","Total Electric Power Industry","Petroleum",3362738
"4392",1999,"VA","Total Electric Power Industry","Solar",0
"4393",1999,"VA","Total Electric Power Industry","Wood",1622858
"4394",1999,"VT","Total Electric Power Industry","Total",5703593
"4395",1999,"VT","Total Electric Power Industry","Hydro",1195696
"4396",1999,"VT","Total Electric Power Industry","Natural Gas",18291
"4397",1999,"VT","Total Electric Power Industry","Nuclear",4059107
"4398",1999,"VT","Total Electric Power Industry","Petroleum",24978
"4399",1999,"VT","Total Electric Power Industry","Wind",13604
"4400",1999,"VT","Total Electric Power Industry","Wood",391917
"4401",1999,"WA","Total Electric Power Industry","Total",117084018
"4402",1999,"WA","Total Electric Power Industry","Coal",8692479
"4403",1999,"WA","Total Electric Power Industry","Hydro",96989382
"4404",1999,"WA","Total Electric Power Industry","Natural Gas",3707237
"4405",1999,"WA","Total Electric Power Industry","Nuclear",6085893
"4409",1999,"WA","Total Electric Power Industry","Petroleum",51495
"4411",1999,"WA","Total Electric Power Industry","Wood",1129311
"4412",1999,"WI","Total Electric Power Industry","Total",58538854
"4413",1999,"WI","Total Electric Power Industry","Coal",41131554
"4414",1999,"WI","Total Electric Power Industry","Hydro",1984594
"4415",1999,"WI","Total Electric Power Industry","Natural Gas",2208680
"4416",1999,"WI","Total Electric Power Industry","Nuclear",11494764
"4418",1999,"WI","Total Electric Power Industry","Petroleum",541422
"4419",1999,"WI","Total Electric Power Industry","Wind",0
"4420",1999,"WI","Total Electric Power Industry","Wood",897156
"4421",1999,"WV","Total Electric Power Industry","Total",94692596
"4422",1999,"WV","Total Electric Power Industry","Coal",93329226
"4423",1999,"WV","Total Electric Power Industry","Hydro",930255
"4424",1999,"WV","Total Electric Power Industry","Natural Gas",164472
"4427",1999,"WV","Total Electric Power Industry","Petroleum",192990
"4428",1999,"WY","Total Electric Power Industry","Total",43632491
"4429",1999,"WY","Total Electric Power Industry","Coal",41939072
"4430",1999,"WY","Total Electric Power Industry","Hydro",1170225
"4431",1999,"WY","Total Electric Power Industry","Natural Gas",379624
"4434",1999,"WY","Total Electric Power Industry","Petroleum",48699
"4435",1999,"WY","Total Electric Power Industry","Wind",11150
"4436",2000,"AK","Total Electric Power Industry","Total",6156525
"4437",2000,"AK","Total Electric Power Industry","Coal",538673
"4438",2000,"AK","Total Electric Power Industry","Hydro",1001819
"4439",2000,"AK","Total Electric Power Industry","Natural Gas",3975832
"4440",2000,"AK","Total Electric Power Industry","Petroleum",640201
"4441",2000,"AK","Total Electric Power Industry","Wind",0
"4442",2000,"AL","Total Electric Power Industry","Total",124405340
"4443",2000,"AL","Total Electric Power Industry","Coal",77517714
"4444",2000,"AL","Total Electric Power Industry","Hydro",5817631
"4445",2000,"AL","Total Electric Power Industry","Natural Gas",5028211
"4446",2000,"AL","Total Electric Power Industry","Nuclear",31368563
"4450",2000,"AL","Total Electric Power Industry","Petroleum",366155
"4451",2000,"AL","Total Electric Power Industry","Wood",4047153
"4452",2000,"AR","Total Electric Power Industry","Total",43875766
"4453",2000,"AR","Total Electric Power Industry","Coal",24167699
"4454",2000,"AR","Total Electric Power Industry","Hydro",2370483
"4455",2000,"AR","Total Electric Power Industry","Natural Gas",3862509
"4456",2000,"AR","Total Electric Power Industry","Nuclear",11651772
"4459",2000,"AR","Total Electric Power Industry","Petroleum",221728
"4461",2000,"AR","Total Electric Power Industry","Wood",1586581
"4462",2000,"AZ","Total Electric Power Industry","Total",88946577
"4463",2000,"AZ","Total Electric Power Industry","Coal",40993129
"4464",2000,"AZ","Total Electric Power Industry","Hydro",8354216
"4465",2000,"AZ","Total Electric Power Industry","Natural Gas",8734799
"4466",2000,"AZ","Total Electric Power Industry","Nuclear",30380571
"4468",2000,"AZ","Total Electric Power Industry","Petroleum",190323
"4470",2000,"AZ","Total Electric Power Industry","Solar",0
"4471",2000,"CA","Total Electric Power Industry","Total",208082483
"4472",2000,"CA","Total Electric Power Industry","Coal",2363607
"4473",2000,"CA","Total Electric Power Industry","Geothermal",12308471
"4474",2000,"CA","Total Electric Power Industry","Hydro",38333786
"4475",2000,"CA","Total Electric Power Industry","Natural Gas",103218973
"4476",2000,"CA","Total Electric Power Industry","Nuclear",35175505
"4480",2000,"CA","Total Electric Power Industry","Petroleum",2839794
"4482",2000,"CA","Total Electric Power Industry","Solar",493334
"4483",2000,"CA","Total Electric Power Industry","Wind",3518023
"4484",2000,"CA","Total Electric Power Industry","Wood",3573501
"4485",2000,"CO","Total Electric Power Industry","Total",44165546
"4486",2000,"CO","Total Electric Power Industry","Coal",35381219
"4487",2000,"CO","Total Electric Power Industry","Hydro",1454415
"4488",2000,"CO","Total Electric Power Industry","Natural Gas",7157438
"4490",2000,"CO","Total Electric Power Industry","Petroleum",109385
"4492",2000,"CO","Total Electric Power Industry","Wind",0
"4493",2000,"CT","Total Electric Power Industry","Total",32967570
"4494",2000,"CT","Total Electric Power Industry","Coal",3186096
"4495",2000,"CT","Total Electric Power Industry","Hydro",526312
"4496",2000,"CT","Total Electric Power Industry","Natural Gas",4062029
"4497",2000,"CT","Total Electric Power Industry","Nuclear",16365334
"4499",2000,"CT","Total Electric Power Industry","Petroleum",6679032
"4501",2000,"DC","Total Electric Power Industry","Total",144374
"4502",2000,"DC","Total Electric Power Industry","Petroleum",144374
